name,average_price,item_name
Sao Tome And Principe,1.45,"Fresh White Bread (500 g Loaf), Markets"
Sao Tome And Principe,4.51,"Eggs (12, Large Size), Markets"
Sao Tome And Principe,20.13,"Local Cheese (1 kg), Markets"
Sao Tome And Principe,1.94,"Bottled Water (1.5 Liter), Markets"
Sao Tome And Principe,9.32,"Bottle of Wine (Mid-Range), Markets"
Sao Tome And Principe,1.26,"Domestic Beer (0.5 Liter Bottle), Markets"
Sao Tome And Principe,1.51,"Imported Beer (0.33 Liter Bottle), Markets"
Sao Tome And Principe,2.33,"Cigarettes (Pack of 20, Marlboro), Markets"
Sao Tome And Principe,20.38,"Chicken Fillets (1 kg), Markets"
Sao Tome And Principe,4.66,"Apples (1 kg), Markets"
Sao Tome And Principe,4.08,"Oranges (1 kg), Markets"
Sao Tome And Principe,2.62,"Potatoes (1 kg), Markets"
Sao Tome And Principe,0.7,"Lettuce (1 Head), Markets"
Sao Tome And Principe,2.47,"Cappuccino (Regular Size), Restaurants"
Sao Tome And Principe,1.92,"White Rice (1 kg), Markets"
Sao Tome And Principe,3.49,"Tomatoes (1 kg), Markets"
Sao Tome And Principe,1.16,"Bananas (1 kg), Markets"
Sao Tome And Principe,2.04,"Onions (1 kg), Markets"
Sao Tome And Principe,25.23,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Saudi Arabia,6.66,"Meal at an Inexpensive Restaurant, Restaurants"
Saudi Arabia,39.97,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Saudi Arabia,7.99,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Saudi Arabia,1.87,"Domestic Draft Beer (0.5 Liter), Restaurants"
Saudi Arabia,1.87,"Imported Beer (0.33 Liter Bottle), Restaurants"
Saudi Arabia,0.73,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Saudi Arabia,0.26,"Bottled Water (0.33 Liter), Restaurants"
Saudi Arabia,1.69,"Milk (Regular, 1 Liter), Markets"
Saudi Arabia,1.02,"Fresh White Bread (500 g Loaf), Markets"
Saudi Arabia,2.55,"Eggs (12, Large Size), Markets"
Saudi Arabia,7.32,"Local Cheese (1 kg), Markets"
Saudi Arabia,0.59,"Bottled Water (1.5 Liter), Markets"
Saudi Arabia,4.16,"Bottle of Wine (Mid-Range), Markets"
Saudi Arabia,1.67,"Domestic Beer (0.5 Liter Bottle), Markets"
Saudi Arabia,2.22,"Imported Beer (0.33 Liter Bottle), Markets"
Saudi Arabia,7.46,"Cigarettes (Pack of 20, Marlboro), Markets"
Saudi Arabia,8.21,"Chicken Fillets (1 kg), Markets"
Saudi Arabia,2.16,"Apples (1 kg), Markets"
Saudi Arabia,1.66,"Oranges (1 kg), Markets"
Saudi Arabia,1.32,"Potatoes (1 kg), Markets"
Saudi Arabia,1.21,"Lettuce (1 Head), Markets"
Saudi Arabia,3.63,"Cappuccino (Regular Size), Restaurants"
Saudi Arabia,2.21,"White Rice (1 kg), Markets"
Saudi Arabia,1.61,"Tomatoes (1 kg), Markets"
Saudi Arabia,1.66,"Bananas (1 kg), Markets"
Saudi Arabia,1.32,"Onions (1 kg), Markets"
Saudi Arabia,13.24,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Senegal,4.44,"Meal at an Inexpensive Restaurant, Restaurants"
Senegal,53.26,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Senegal,11.54,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Senegal,2.66,"Domestic Draft Beer (0.5 Liter), Restaurants"
Senegal,4.42,"Imported Beer (0.33 Liter Bottle), Restaurants"
Senegal,1.31,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Senegal,0.55,"Bottled Water (0.33 Liter), Restaurants"
Senegal,2.41,"Milk (Regular, 1 Liter), Markets"
Senegal,0.52,"Fresh White Bread (500 g Loaf), Markets"
Senegal,2.49,"Eggs (12, Large Size), Markets"
Senegal,12.78,"Local Cheese (1 kg), Markets"
Senegal,0.78,"Bottled Water (1.5 Liter), Markets"
Senegal,12.43,"Bottle of Wine (Mid-Range), Markets"
Senegal,1.59,"Domestic Beer (0.5 Liter Bottle), Markets"
Senegal,2.43,"Imported Beer (0.33 Liter Bottle), Markets"
Senegal,1.78,"Cigarettes (Pack of 20, Marlboro), Markets"
Senegal,9.36,"Chicken Fillets (1 kg), Markets"
Senegal,3.06,"Apples (1 kg), Markets"
Senegal,2.89,"Oranges (1 kg), Markets"
Senegal,1.51,"Potatoes (1 kg), Markets"
Senegal,1.05,"Lettuce (1 Head), Markets"
Senegal,4.38,"Cappuccino (Regular Size), Restaurants"
Senegal,1.66,"White Rice (1 kg), Markets"
Senegal,2.02,"Tomatoes (1 kg), Markets"
Senegal,1.97,"Bananas (1 kg), Markets"
Senegal,1.35,"Onions (1 kg), Markets"
Senegal,11.11,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Serbia,9.92,"Meal at an Inexpensive Restaurant, Restaurants"
Serbia,44.63,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Serbia,10.71,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Serbia,2.98,"Domestic Draft Beer (0.5 Liter), Restaurants"
Serbia,3.47,"Imported Beer (0.33 Liter Bottle), Restaurants"
Serbia,2.2,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Serbia,1.7,"Bottled Water (0.33 Liter), Restaurants"
Serbia,1.39,"Milk (Regular, 1 Liter), Markets"
Serbia,0.83,"Fresh White Bread (500 g Loaf), Markets"
Serbia,2.58,"Eggs (12, Large Size), Markets"
Serbia,9.9,"Local Cheese (1 kg), Markets"
Serbia,0.68,"Bottled Water (1.5 Liter), Markets"
Serbia,6.94,"Bottle of Wine (Mid-Range), Markets"
Serbia,0.85,"Domestic Beer (0.5 Liter Bottle), Markets"
Serbia,1.74,"Imported Beer (0.33 Liter Bottle), Markets"
Serbia,4.46,"Cigarettes (Pack of 20, Marlboro), Markets"
Serbia,7.13,"Chicken Fillets (1 kg), Markets"
Serbia,1.36,"Apples (1 kg), Markets"
Serbia,1.75,"Oranges (1 kg), Markets"
Serbia,0.99,"Potatoes (1 kg), Markets"
Serbia,0.76,"Lettuce (1 Head), Markets"
Serbia,2.26,"Cappuccino (Regular Size), Restaurants"
Serbia,2.45,"White Rice (1 kg), Markets"
Serbia,2.23,"Tomatoes (1 kg), Markets"
Serbia,1.91,"Bananas (1 kg), Markets"
Serbia,0.83,"Onions (1 kg), Markets"
Serbia,12.78,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Seychelles,18.49,"Meal at an Inexpensive Restaurant, Restaurants"
Seychelles,73.98,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Seychelles,9.32,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Seychelles,8.88,"Domestic Draft Beer (0.5 Liter), Restaurants"
Seychelles,5.01,"Imported Beer (0.33 Liter Bottle), Restaurants"
Seychelles,2.35,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Seychelles,2.44,"Bottled Water (0.33 Liter), Restaurants"
Seychelles,1.91,"Milk (Regular, 1 Liter), Markets"
Seychelles,1.66,"Fresh White Bread (500 g Loaf), Markets"
Seychelles,4.01,"Eggs (12, Large Size), Markets"
Seychelles,29.24,"Local Cheese (1 kg), Markets"
Seychelles,1.36,"Bottled Water (1.5 Liter), Markets"
Seychelles,11.84,"Bottle of Wine (Mid-Range), Markets"
Seychelles,3.78,"Domestic Beer (0.5 Liter Bottle), Markets"
Seychelles,5.83,"Imported Beer (0.33 Liter Bottle), Markets"
Seychelles,26.16,"Cigarettes (Pack of 20, Marlboro), Markets"
Seychelles,7.23,"Chicken Fillets (1 kg), Markets"
Seychelles,2.22,"Apples (1 kg), Markets"
Seychelles,2.04,"Oranges (1 kg), Markets"
Seychelles,1.57,"Potatoes (1 kg), Markets"
Seychelles,1.48,"Lettuce (1 Head), Markets"
Seychelles,4.75,"Cappuccino (Regular Size), Restaurants"
Seychelles,2.47,"White Rice (1 kg), Markets"
Seychelles,6.7,"Tomatoes (1 kg), Markets"
Seychelles,3.09,"Bananas (1 kg), Markets"
Seychelles,1.74,"Onions (1 kg), Markets"
Seychelles,11.79,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Sierra Leone,3,"Meal at an Inexpensive Restaurant, Restaurants"
Sierra Leone,35,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Sierra Leone,10,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Sierra Leone,1.5,"Domestic Draft Beer (0.5 Liter), Restaurants"
Sierra Leone,2.87,"Imported Beer (0.33 Liter Bottle), Restaurants"
Sierra Leone,0.94,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Sierra Leone,0.81,"Bottled Water (0.33 Liter), Restaurants"
Sierra Leone,2.42,"Milk (Regular, 1 Liter), Markets"
Sierra Leone,0.67,"Fresh White Bread (500 g Loaf), Markets"
Sierra Leone,2.01,"Eggs (12, Large Size), Markets"
Sierra Leone,7.09,"Local Cheese (1 kg), Markets"
Sierra Leone,1.4,"Bottled Water (1.5 Liter), Markets"
Sierra Leone,7.09,"Bottle of Wine (Mid-Range), Markets"
Sierra Leone,1.46,"Domestic Beer (0.5 Liter Bottle), Markets"
Sierra Leone,2.09,"Imported Beer (0.33 Liter Bottle), Markets"
Sierra Leone,1.93,"Cigarettes (Pack of 20, Marlboro), Markets"
Sierra Leone,7.5,"Chicken Fillets (1 kg), Markets"
Sierra Leone,4,"Apples (1 kg), Markets"
Sierra Leone,0.71,"Oranges (1 kg), Markets"
Sierra Leone,2,"Potatoes (1 kg), Markets"
Sierra Leone,1,"Lettuce (1 Head), Markets"
Sierra Leone,1.73,"Cappuccino (Regular Size), Restaurants"
Sierra Leone,1.33,"White Rice (1 kg), Markets"
Sierra Leone,5,"Tomatoes (1 kg), Markets"
Sierra Leone,2,"Bananas (1 kg), Markets"
Sierra Leone,1.63,"Onions (1 kg), Markets"
Sierra Leone,5.25,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Singapore,9.84,"Meal at an Inexpensive Restaurant, Restaurants"
Singapore,69.45,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Singapore,7.72,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Singapore,7.72,"Domestic Draft Beer (0.5 Liter), Restaurants"
Singapore,9.26,"Imported Beer (0.33 Liter Bottle), Restaurants"
Singapore,1.54,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Singapore,1.12,"Bottled Water (0.33 Liter), Restaurants"
Singapore,2.92,"Milk (Regular, 1 Liter), Markets"
Singapore,2.25,"Fresh White Bread (500 g Loaf), Markets"
Singapore,3.18,"Eggs (12, Large Size), Markets"
Singapore,17.94,"Local Cheese (1 kg), Markets"
Singapore,1.3,"Bottled Water (1.5 Liter), Markets"
Singapore,23.15,"Bottle of Wine (Mid-Range), Markets"
Singapore,4.3,"Domestic Beer (0.5 Liter Bottle), Markets"
Singapore,5.19,"Imported Beer (0.33 Liter Bottle), Markets"
Singapore,12.93,"Cigarettes (Pack of 20, Marlboro), Markets"
Singapore,10.81,"Chicken Fillets (1 kg), Markets"
Singapore,4.33,"Apples (1 kg), Markets"
Singapore,5.03,"Oranges (1 kg), Markets"
Singapore,2.5,"Potatoes (1 kg), Markets"
Singapore,1.95,"Lettuce (1 Head), Markets"
Singapore,4.69,"Cappuccino (Regular Size), Restaurants"
Singapore,2.56,"White Rice (1 kg), Markets"
Singapore,2.33,"Tomatoes (1 kg), Markets"
Singapore,3.07,"Bananas (1 kg), Markets"
Singapore,2.26,"Onions (1 kg), Markets"
Singapore,21.19,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Sint Maarten,17,"Meal at an Inexpensive Restaurant, Restaurants"
Sint Maarten,87.5,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Sint Maarten,10,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Sint Maarten,3.5,"Domestic Draft Beer (0.5 Liter), Restaurants"
Sint Maarten,5,"Imported Beer (0.33 Liter Bottle), Restaurants"
Sint Maarten,3,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Sint Maarten,3,"Bottled Water (0.33 Liter), Restaurants"
Sint Maarten,3.5,"Milk (Regular, 1 Liter), Markets"
Sint Maarten,2.62,"Fresh White Bread (500 g Loaf), Markets"
Sint Maarten,5.42,"Eggs (12, Large Size), Markets"
Sint Maarten,20.67,"Local Cheese (1 kg), Markets"
Sint Maarten,1.61,"Bottled Water (1.5 Liter), Markets"
Sint Maarten,11.5,"Bottle of Wine (Mid-Range), Markets"
Sint Maarten,3.27,"Domestic Beer (0.5 Liter Bottle), Markets"
Sint Maarten,2.83,"Imported Beer (0.33 Liter Bottle), Markets"
Sint Maarten,5.35,"Cigarettes (Pack of 20, Marlboro), Markets"
Sint Maarten,16,"Chicken Fillets (1 kg), Markets"
Sint Maarten,4.39,"Apples (1 kg), Markets"
Sint Maarten,7.25,"Oranges (1 kg), Markets"
Sint Maarten,3.75,"Potatoes (1 kg), Markets"
Sint Maarten,4,"Lettuce (1 Head), Markets"
Sint Maarten,4.4,"Cappuccino (Regular Size), Restaurants"
Sint Maarten,3.25,"White Rice (1 kg), Markets"
Sint Maarten,5.45,"Tomatoes (1 kg), Markets"
Sint Maarten,4.75,"Bananas (1 kg), Markets"
Sint Maarten,4,"Onions (1 kg), Markets"
Sint Maarten,20.33,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Slovakia,9.32,"Meal at an Inexpensive Restaurant, Restaurants"
Slovakia,52.4,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Slovakia,9.32,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Slovakia,2.33,"Domestic Draft Beer (0.5 Liter), Restaurants"
Slovakia,2.91,"Imported Beer (0.33 Liter Bottle), Restaurants"
Slovakia,2.01,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Slovakia,1.6,"Bottled Water (0.33 Liter), Restaurants"
Slovakia,1.15,"Milk (Regular, 1 Liter), Markets"
Slovakia,1.59,"Fresh White Bread (500 g Loaf), Markets"
Slovakia,3.89,"Eggs (12, Large Size), Markets"
Slovakia,14.53,"Local Cheese (1 kg), Markets"
Slovakia,0.9,"Bottled Water (1.5 Liter), Markets"
Slovakia,5.82,"Bottle of Wine (Mid-Range), Markets"
Slovakia,1.11,"Domestic Beer (0.5 Liter Bottle), Markets"
Slovakia,1.89,"Imported Beer (0.33 Liter Bottle), Markets"
Slovakia,6.06,"Cigarettes (Pack of 20, Marlboro), Markets"
Slovakia,7.96,"Chicken Fillets (1 kg), Markets"
Slovakia,1.95,"Apples (1 kg), Markets"
Slovakia,2.44,"Oranges (1 kg), Markets"
Slovakia,1.63,"Potatoes (1 kg), Markets"
Slovakia,1.54,"Lettuce (1 Head), Markets"
Slovakia,2.95,"Cappuccino (Regular Size), Restaurants"
Slovakia,2.01,"White Rice (1 kg), Markets"
Slovakia,4.57,"Tomatoes (1 kg), Markets"
Slovakia,1.99,"Bananas (1 kg), Markets"
Slovakia,1.71,"Onions (1 kg), Markets"
Slovakia,12.74,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Slovenia,13.97,"Meal at an Inexpensive Restaurant, Restaurants"
Slovenia,58.22,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Slovenia,9.32,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Slovenia,3.49,"Domestic Draft Beer (0.5 Liter), Restaurants"
Slovenia,4.66,"Imported Beer (0.33 Liter Bottle), Restaurants"
Slovenia,3.14,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Slovenia,2.01,"Bottled Water (0.33 Liter), Restaurants"
Slovenia,1.48,"Milk (Regular, 1 Liter), Markets"
Slovenia,2.14,"Fresh White Bread (500 g Loaf), Markets"
Slovenia,3.83,"Eggs (12, Large Size), Markets"
Slovenia,14.68,"Local Cheese (1 kg), Markets"
Slovenia,0.89,"Bottled Water (1.5 Liter), Markets"
Slovenia,6.99,"Bottle of Wine (Mid-Range), Markets"
Slovenia,1.44,"Domestic Beer (0.5 Liter Bottle), Markets"
Slovenia,2,"Imported Beer (0.33 Liter Bottle), Markets"
Slovenia,6.17,"Cigarettes (Pack of 20, Marlboro), Markets"
Slovenia,10.42,"Chicken Fillets (1 kg), Markets"
Slovenia,2.09,"Apples (1 kg), Markets"
Slovenia,2.25,"Oranges (1 kg), Markets"
Slovenia,1.28,"Potatoes (1 kg), Markets"
Slovenia,1.7,"Lettuce (1 Head), Markets"
Slovenia,2.5,"Cappuccino (Regular Size), Restaurants"
Slovenia,2.83,"White Rice (1 kg), Markets"
Slovenia,3.39,"Tomatoes (1 kg), Markets"
Slovenia,1.8,"Bananas (1 kg), Markets"
Slovenia,1.62,"Onions (1 kg), Markets"
Slovenia,13.69,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Solomon Islands,4.56,"Meal at an Inexpensive Restaurant, Restaurants"
Solomon Islands,54.72,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Solomon Islands,12.16,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Solomon Islands,2.43,"Domestic Draft Beer (0.5 Liter), Restaurants"
Solomon Islands,3.65,"Imported Beer (0.33 Liter Bottle), Restaurants"
Solomon Islands,1.42,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Solomon Islands,1.11,"Bottled Water (0.33 Liter), Restaurants"
Solomon Islands,2.58,"Milk (Regular, 1 Liter), Markets"
Solomon Islands,1.45,"Fresh White Bread (500 g Loaf), Markets"
Solomon Islands,5.61,"Eggs (12, Large Size), Markets"
Solomon Islands,6,"Local Cheese (1 kg), Markets"
Solomon Islands,1.07,"Bottled Water (1.5 Liter), Markets"
Solomon Islands,9.12,"Bottle of Wine (Mid-Range), Markets"
Solomon Islands,1.87,"Domestic Beer (0.5 Liter Bottle), Markets"
Solomon Islands,3.04,"Imported Beer (0.33 Liter Bottle), Markets"
Solomon Islands,4.13,"Cigarettes (Pack of 20, Marlboro), Markets"
Solomon Islands,8.21,"Chicken Fillets (1 kg), Markets"
Solomon Islands,7.78,"Apples (1 kg), Markets"
Solomon Islands,7.52,"Oranges (1 kg), Markets"
Solomon Islands,2.15,"Potatoes (1 kg), Markets"
Solomon Islands,1.48,"Lettuce (1 Head), Markets"
Solomon Islands,2.8,"Cappuccino (Regular Size), Restaurants"
Solomon Islands,1.46,"White Rice (1 kg), Markets"
Solomon Islands,3.26,"Tomatoes (1 kg), Markets"
Solomon Islands,2.68,"Bananas (1 kg), Markets"
Solomon Islands,3.26,"Onions (1 kg), Markets"
Solomon Islands,14.32,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Somalia,3.26,"Meal at an Inexpensive Restaurant, Restaurants"
Somalia,16.5,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Somalia,5,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Somalia,11,"Domestic Draft Beer (0.5 Liter), Restaurants"
Somalia,15,"Imported Beer (0.33 Liter Bottle), Restaurants"
Somalia,0.77,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Somalia,0.34,"Bottled Water (0.33 Liter), Restaurants"
Somalia,1.45,"Milk (Regular, 1 Liter), Markets"
Somalia,1.01,"Fresh White Bread (500 g Loaf), Markets"
Somalia,2.32,"Eggs (12, Large Size), Markets"
Somalia,5,"Local Cheese (1 kg), Markets"
Somalia,0.79,"Bottled Water (1.5 Liter), Markets"
Somalia,3,"Bottle of Wine (Mid-Range), Markets"
Somalia,2,"Domestic Beer (0.5 Liter Bottle), Markets"
Somalia,1.2,"Cigarettes (Pack of 20, Marlboro), Markets"
Somalia,4.67,"Chicken Fillets (1 kg), Markets"
Somalia,2.5,"Apples (1 kg), Markets"
Somalia,2.59,"Oranges (1 kg), Markets"
Somalia,1.41,"Potatoes (1 kg), Markets"
Somalia,0.88,"Lettuce (1 Head), Markets"
Somalia,1.38,"Cappuccino (Regular Size), Restaurants"
Somalia,1.01,"White Rice (1 kg), Markets"
Somalia,1.25,"Tomatoes (1 kg), Markets"
Somalia,1.59,"Bananas (1 kg), Markets"
Somalia,1.53,"Onions (1 kg), Markets"
Somalia,5.12,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
South Africa,10.45,"Meal at an Inexpensive Restaurant, Restaurants"
South Africa,39.65,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
South Africa,5.3,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
South Africa,2.35,"Domestic Draft Beer (0.5 Liter), Restaurants"
South Africa,2.65,"Imported Beer (0.33 Liter Bottle), Restaurants"
South Africa,1.06,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
South Africa,0.83,"Bottled Water (0.33 Liter), Restaurants"
South Africa,1.16,"Milk (Regular, 1 Liter), Markets"
South Africa,1.04,"Fresh White Bread (500 g Loaf), Markets"
South Africa,2.39,"Eggs (12, Large Size), Markets"
South Africa,8.08,"Local Cheese (1 kg), Markets"
South Africa,1.03,"Bottled Water (1.5 Liter), Markets"
South Africa,4.98,"Bottle of Wine (Mid-Range), Markets"
South Africa,1.42,"Domestic Beer (0.5 Liter Bottle), Markets"
South Africa,1.85,"Imported Beer (0.33 Liter Bottle), Markets"
South Africa,3.12,"Cigarettes (Pack of 20, Marlboro), Markets"
South Africa,4.85,"Chicken Fillets (1 kg), Markets"
South Africa,1.66,"Apples (1 kg), Markets"
South Africa,1.58,"Oranges (1 kg), Markets"
South Africa,1.33,"Potatoes (1 kg), Markets"
South Africa,1.13,"Lettuce (1 Head), Markets"
South Africa,2.17,"Cappuccino (Regular Size), Restaurants"
South Africa,1.67,"White Rice (1 kg), Markets"
South Africa,1.64,"Tomatoes (1 kg), Markets"
South Africa,1.55,"Bananas (1 kg), Markets"
South Africa,1.43,"Onions (1 kg), Markets"
South Africa,7.19,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
South Korea,6.79,"Meal at an Inexpensive Restaurant, Restaurants"
South Korea,40.72,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
South Korea,5.43,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
South Korea,3.39,"Domestic Draft Beer (0.5 Liter), Restaurants"
South Korea,4.29,"Imported Beer (0.33 Liter Bottle), Restaurants"
South Korea,1.47,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
South Korea,0.73,"Bottled Water (0.33 Liter), Restaurants"
South Korea,1.98,"Milk (Regular, 1 Liter), Markets"
South Korea,2.74,"Fresh White Bread (500 g Loaf), Markets"
South Korea,2.74,"Eggs (12, Large Size), Markets"
South Korea,12.73,"Local Cheese (1 kg), Markets"
South Korea,1.09,"Bottled Water (1.5 Liter), Markets"
South Korea,16.97,"Bottle of Wine (Mid-Range), Markets"
South Korea,1.9,"Domestic Beer (0.5 Liter Bottle), Markets"
South Korea,2.64,"Imported Beer (0.33 Liter Bottle), Markets"
South Korea,3.05,"Cigarettes (Pack of 20, Marlboro), Markets"
South Korea,8.41,"Chicken Fillets (1 kg), Markets"
South Korea,7.43,"Apples (1 kg), Markets"
South Korea,5.64,"Oranges (1 kg), Markets"
South Korea,3.45,"Potatoes (1 kg), Markets"
South Korea,2.37,"Lettuce (1 Head), Markets"
South Korea,3.51,"Cappuccino (Regular Size), Restaurants"
South Korea,2.87,"White Rice (1 kg), Markets"
South Korea,5.5,"Tomatoes (1 kg), Markets"
South Korea,3.14,"Bananas (1 kg), Markets"
South Korea,2.68,"Onions (1 kg), Markets"
South Korea,25.88,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
South Sudan,5,"Meal at an Inexpensive Restaurant, Restaurants"
South Sudan,165,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
South Sudan,6.23,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
South Sudan,15,"Domestic Draft Beer (0.5 Liter), Restaurants"
South Sudan,12.31,"Imported Beer (0.33 Liter Bottle), Restaurants"
South Sudan,1,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
South Sudan,1.68,"Bottled Water (0.33 Liter), Restaurants"
South Sudan,3,"Milk (Regular, 1 Liter), Markets"
South Sudan,1,"Fresh White Bread (500 g Loaf), Markets"
South Sudan,2.1,"Eggs (12, Large Size), Markets"
South Sudan,9.66,"Local Cheese (1 kg), Markets"
South Sudan,0.5,"Bottled Water (1.5 Liter), Markets"
South Sudan,13.66,"Chicken Fillets (1 kg), Markets"
South Sudan,3,"Potatoes (1 kg), Markets"
South Sudan,4,"Lettuce (1 Head), Markets"
South Sudan,5.47,"Cappuccino (Regular Size), Restaurants"
South Sudan,4,"White Rice (1 kg), Markets"
South Sudan,4,"Tomatoes (1 kg), Markets"
South Sudan,2,"Onions (1 kg), Markets"
South Sudan,18.44,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Spain,17.18,"Meal at an Inexpensive Restaurant, Restaurants"
Spain,58.22,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Spain,11.64,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
Spain,3.49,"Domestic Draft Beer (0.5 Liter), Restaurants"
Spain,4.08,"Imported Beer (0.33 Liter Bottle), Restaurants"
Spain,2.56,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
Spain,1.87,"Bottled Water (0.33 Liter), Restaurants"
Spain,1.21,"Milk (Regular, 1 Liter), Markets"
Spain,1.56,"Fresh White Bread (500 g Loaf), Markets"
Spain,3.16,"Eggs (12, Large Size), Markets"
Spain,14.41,"Local Cheese (1 kg), Markets"
Spain,0.78,"Bottled Water (1.5 Liter), Markets"
Spain,5.82,"Bottle of Wine (Mid-Range), Markets"
Spain,1.31,"Domestic Beer (0.5 Liter Bottle), Markets"
Spain,2.18,"Imported Beer (0.33 Liter Bottle), Markets"
Spain,6.61,"Cigarettes (Pack of 20, Marlboro), Markets"
Spain,8.55,"Chicken Fillets (1 kg), Markets"
Spain,2.5,"Apples (1 kg), Markets"
Spain,2.12,"Oranges (1 kg), Markets"
Spain,1.84,"Potatoes (1 kg), Markets"
Spain,1.33,"Lettuce (1 Head), Markets"
Spain,2.39,"Cappuccino (Regular Size), Restaurants"
Spain,1.64,"White Rice (1 kg), Markets"
Spain,2.61,"Tomatoes (1 kg), Markets"
Spain,2.07,"Bananas (1 kg), Markets"
Spain,2.01,"Onions (1 kg), Markets"
Spain,16,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
Sri Lanka,3.24,"Meal at an Inexpensive Restaurant, Restaurants"
Sri Lanka,22.67,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
Sri Lanka,7.94,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
