"","Country","average_price","item_name"
"4577","Reunion",2.59,"White Rice (1 kg), Markets"
"4578","Reunion",6.21,"Tomatoes (1 kg), Markets"
"4579","Reunion",2.05,"Bananas (1 kg), Markets"
"4580","Reunion",3.06,"Onions (1 kg), Markets"
"4581","Reunion",23.29,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4582","Romania",11.43,"Meal at an Inexpensive Restaurant, Restaurants"
"4583","Romania",45.74,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4584","Romania",8,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4585","Romania",2.33,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4586","Romania",3.43,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4587","Romania",2.05,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4588","Romania",1.77,"Bottled Water (0.33 Liter), Restaurants"
"4589","Romania",1.57,"Milk (Regular, 1 Liter), Markets"
"4590","Romania",1.25,"Fresh White Bread (500 g Loaf), Markets"
"4591","Romania",3.29,"Eggs (12, Large Size), Markets"
"4592","Romania",8.98,"Local Cheese (1 kg), Markets"
"4593","Romania",0.85,"Bottled Water (1.5 Liter), Markets"
"4594","Romania",6.86,"Bottle of Wine (Mid-Range), Markets"
"4595","Romania",1.16,"Domestic Beer (0.5 Liter Bottle), Markets"
"4596","Romania",1.79,"Imported Beer (0.33 Liter Bottle), Markets"
"4597","Romania",6.17,"Cigarettes (Pack of 20, Marlboro), Markets"
"4598","Romania",6.78,"Chicken Fillets (1 kg), Markets"
"4599","Romania",1.23,"Apples (1 kg), Markets"
"4600","Romania",1.63,"Oranges (1 kg), Markets"
"4601","Romania",0.9,"Potatoes (1 kg), Markets"
"4602","Romania",0.95,"Lettuce (1 Head), Markets"
"4603","Romania",2.88,"Cappuccino (Regular Size), Restaurants"
"4604","Romania",1.7,"White Rice (1 kg), Markets"
"4605","Romania",2.27,"Tomatoes (1 kg), Markets"
"4606","Romania",1.63,"Bananas (1 kg), Markets"
"4607","Romania",0.97,"Onions (1 kg), Markets"
"4608","Romania",11.06,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4609","Russia",10.53,"Meal at an Inexpensive Restaurant, Restaurants"
"4610","Russia",40,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4611","Russia",6.58,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4612","Russia",1.97,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4613","Russia",2.76,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4614","Russia",1.21,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4615","Russia",0.55,"Bottled Water (0.33 Liter), Restaurants"
"4616","Russia",1.23,"Milk (Regular, 1 Liter), Markets"
"4617","Russia",0.75,"Fresh White Bread (500 g Loaf), Markets"
"4618","Russia",1.78,"Eggs (12, Large Size), Markets"
"4619","Russia",11.67,"Local Cheese (1 kg), Markets"
"4620","Russia",0.75,"Bottled Water (1.5 Liter), Markets"
"4621","Russia",7.89,"Bottle of Wine (Mid-Range), Markets"
"4622","Russia",1.07,"Domestic Beer (0.5 Liter Bottle), Markets"
"4623","Russia",2.09,"Imported Beer (0.33 Liter Bottle), Markets"
"4624","Russia",3.28,"Cigarettes (Pack of 20, Marlboro), Markets"
"4625","Russia",5.44,"Chicken Fillets (1 kg), Markets"
"4626","Russia",1.88,"Apples (1 kg), Markets"
"4627","Russia",2.09,"Oranges (1 kg), Markets"
"4628","Russia",0.9,"Potatoes (1 kg), Markets"
"4629","Russia",1.43,"Lettuce (1 Head), Markets"
"4630","Russia",2.67,"Cappuccino (Regular Size), Restaurants"
"4631","Russia",1.53,"White Rice (1 kg), Markets"
"4632","Russia",2.96,"Tomatoes (1 kg), Markets"
"4633","Russia",1.94,"Bananas (1 kg), Markets"
"4634","Russia",0.73,"Onions (1 kg), Markets"
"4635","Russia",10.26,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4636","Rwanda",2.75,"Meal at an Inexpensive Restaurant, Restaurants"
"4637","Rwanda",24.08,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4638","Rwanda",6.88,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4639","Rwanda",1.03,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4640","Rwanda",2.06,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4641","Rwanda",0.88,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4642","Rwanda",0.51,"Bottled Water (0.33 Liter), Restaurants"
"4643","Rwanda",0.63,"Milk (Regular, 1 Liter), Markets"
"4644","Rwanda",1.01,"Fresh White Bread (500 g Loaf), Markets"
"4645","Rwanda",1.61,"Eggs (12, Large Size), Markets"
"4646","Rwanda",4.14,"Local Cheese (1 kg), Markets"
"4647","Rwanda",0.77,"Bottled Water (1.5 Liter), Markets"
"4648","Rwanda",10.32,"Bottle of Wine (Mid-Range), Markets"
"4649","Rwanda",1.06,"Domestic Beer (0.5 Liter Bottle), Markets"
"4650","Rwanda",1.87,"Imported Beer (0.33 Liter Bottle), Markets"
"4651","Rwanda",1.72,"Cigarettes (Pack of 20, Marlboro), Markets"
"4652","Rwanda",4.27,"Chicken Fillets (1 kg), Markets"
"4653","Rwanda",2.58,"Apples (1 kg), Markets"
"4654","Rwanda",1.58,"Oranges (1 kg), Markets"
"4655","Rwanda",0.47,"Potatoes (1 kg), Markets"
"4656","Rwanda",0.44,"Lettuce (1 Head), Markets"
"4657","Rwanda",2.25,"Cappuccino (Regular Size), Restaurants"
"4658","Rwanda",1.21,"White Rice (1 kg), Markets"
"4659","Rwanda",0.95,"Tomatoes (1 kg), Markets"
"4660","Rwanda",0.84,"Bananas (1 kg), Markets"
"4661","Rwanda",0.83,"Onions (1 kg), Markets"
"4662","Rwanda",3.68,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4663","Saint Helena",15.99,"Meal at an Inexpensive Restaurant, Restaurants"
"4664","Saint Helena",66.63,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4665","Saint Helena",13.33,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4666","Saint Helena",1.2,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4667","Saint Helena",1,"Bottled Water (0.33 Liter), Restaurants"
"4668","Saint Helena",1.96,"Fresh White Bread (500 g Loaf), Markets"
"4669","Saint Helena",5.33,"Eggs (12, Large Size), Markets"
"4670","Saint Helena",1.73,"Bottled Water (1.5 Liter), Markets"
"4671","Saint Helena",15.46,"Bottle of Wine (Mid-Range), Markets"
"4672","Saint Helena",11.66,"Cigarettes (Pack of 20, Marlboro), Markets"
"4673","Saint Helena",10.79,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4674","Saint Kitts And Nevis",18.5,"Meal at an Inexpensive Restaurant, Restaurants"
"4675","Saint Kitts And Nevis",13.98,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4676","Saint Kitts And Nevis",2.22,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4677","Saint Kitts And Nevis",3.7,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4678","Saint Kitts And Nevis",2.04,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4679","Saint Kitts And Nevis",2.28,"Bottled Water (0.33 Liter), Restaurants"
"4680","Saint Kitts And Nevis",2.2,"Milk (Regular, 1 Liter), Markets"
"4681","Saint Kitts And Nevis",3.7,"Fresh White Bread (500 g Loaf), Markets"
"4682","Saint Kitts And Nevis",5.48,"Eggs (12, Large Size), Markets"
"4683","Saint Kitts And Nevis",0.67,"Bottled Water (1.5 Liter), Markets"
"4684","Saint Kitts And Nevis",1.85,"Domestic Beer (0.5 Liter Bottle), Markets"
"4685","Saint Kitts And Nevis",3.7,"Imported Beer (0.33 Liter Bottle), Markets"
"4686","Saint Kitts And Nevis",9.25,"Chicken Fillets (1 kg), Markets"
"4687","Saint Kitts And Nevis",4.44,"Apples (1 kg), Markets"
"4688","Saint Kitts And Nevis",2.22,"Potatoes (1 kg), Markets"
"4689","Saint Kitts And Nevis",3.7,"Cappuccino (Regular Size), Restaurants"
"4690","Saint Kitts And Nevis",3.7,"White Rice (1 kg), Markets"
"4691","Saint Kitts And Nevis",3.7,"Tomatoes (1 kg), Markets"
"4692","Saint Kitts And Nevis",3.07,"Bananas (1 kg), Markets"
"4693","Saint Kitts And Nevis",1.85,"Onions (1 kg), Markets"
"4694","Saint Lucia",7.77,"Meal at an Inexpensive Restaurant, Restaurants"
"4695","Saint Lucia",74,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4696","Saint Lucia",7.4,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4697","Saint Lucia",2.78,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4698","Saint Lucia",3.33,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4699","Saint Lucia",1.41,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4700","Saint Lucia",1.03,"Bottled Water (0.33 Liter), Restaurants"
"4701","Saint Lucia",2.23,"Milk (Regular, 1 Liter), Markets"
"4702","Saint Lucia",1.5,"Fresh White Bread (500 g Loaf), Markets"
"4703","Saint Lucia",4.19,"Eggs (12, Large Size), Markets"
"4704","Saint Lucia",10.25,"Local Cheese (1 kg), Markets"
"4705","Saint Lucia",1.24,"Bottled Water (1.5 Liter), Markets"
"4706","Saint Lucia",12.4,"Bottle of Wine (Mid-Range), Markets"
"4707","Saint Lucia",2.14,"Domestic Beer (0.5 Liter Bottle), Markets"
"4708","Saint Lucia",4.32,"Imported Beer (0.33 Liter Bottle), Markets"
"4709","Saint Lucia",7.4,"Cigarettes (Pack of 20, Marlboro), Markets"
"4710","Saint Lucia",12.61,"Chicken Fillets (1 kg), Markets"
"4711","Saint Lucia",7.96,"Apples (1 kg), Markets"
"4712","Saint Lucia",5.09,"Oranges (1 kg), Markets"
"4713","Saint Lucia",4.18,"Potatoes (1 kg), Markets"
"4714","Saint Lucia",2.13,"Lettuce (1 Head), Markets"
"4715","Saint Lucia",3.48,"Cappuccino (Regular Size), Restaurants"
"4716","Saint Lucia",1.68,"White Rice (1 kg), Markets"
"4717","Saint Lucia",8.97,"Tomatoes (1 kg), Markets"
"4718","Saint Lucia",1.8,"Bananas (1 kg), Markets"
"4719","Saint Lucia",2.64,"Onions (1 kg), Markets"
"4720","Saint Lucia",17.42,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4721","Saint Vincent And The Grenadines",6.48,"Meal at an Inexpensive Restaurant, Restaurants"
"4722","Saint Vincent And The Grenadines",61.05,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4723","Saint Vincent And The Grenadines",11.1,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4724","Saint Vincent And The Grenadines",1.85,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4725","Saint Vincent And The Grenadines",2.22,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4726","Saint Vincent And The Grenadines",2.22,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4727","Saint Vincent And The Grenadines",1.76,"Bottled Water (0.33 Liter), Restaurants"
"4728","Saint Vincent And The Grenadines",3.21,"Milk (Regular, 1 Liter), Markets"
"4729","Saint Vincent And The Grenadines",2.13,"Fresh White Bread (500 g Loaf), Markets"
"4730","Saint Vincent And The Grenadines",4.49,"Eggs (12, Large Size), Markets"
"4731","Saint Vincent And The Grenadines",12.94,"Local Cheese (1 kg), Markets"
"4732","Saint Vincent And The Grenadines",2.22,"Bottled Water (1.5 Liter), Markets"
"4733","Saint Vincent And The Grenadines",16.65,"Bottle of Wine (Mid-Range), Markets"
"4734","Saint Vincent And The Grenadines",2.72,"Domestic Beer (0.5 Liter Bottle), Markets"
"4735","Saint Vincent And The Grenadines",2.41,"Imported Beer (0.33 Liter Bottle), Markets"
"4736","Saint Vincent And The Grenadines",4.07,"Cigarettes (Pack of 20, Marlboro), Markets"
"4737","Saint Vincent And The Grenadines",3.97,"Chicken Fillets (1 kg), Markets"
"4738","Saint Vincent And The Grenadines",9.52,"Apples (1 kg), Markets"
"4739","Saint Vincent And The Grenadines",9.63,"Oranges (1 kg), Markets"
"4740","Saint Vincent And The Grenadines",3.85,"Potatoes (1 kg), Markets"
"4741","Saint Vincent And The Grenadines",2.78,"Lettuce (1 Head), Markets"
"4742","Saint Vincent And The Grenadines",4.56,"Cappuccino (Regular Size), Restaurants"
"4743","Saint Vincent And The Grenadines",1.46,"White Rice (1 kg), Markets"
"4744","Saint Vincent And The Grenadines",5.85,"Tomatoes (1 kg), Markets"
"4745","Saint Vincent And The Grenadines",3.52,"Bananas (1 kg), Markets"
"4746","Saint Vincent And The Grenadines",3.85,"Onions (1 kg), Markets"
"4747","Saint Vincent And The Grenadines",12.08,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4748","Saint-Pierre And Miquelon",40.76,"Meal at an Inexpensive Restaurant, Restaurants"
"4749","Saint-Pierre And Miquelon",116.45,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4750","Saint-Pierre And Miquelon",7.57,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4751","Saint-Pierre And Miquelon",4.31,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4752","Saint-Pierre And Miquelon",1.69,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4753","Saint-Pierre And Miquelon",1.75,"Bottled Water (0.33 Liter), Restaurants"
"4754","Saint-Pierre And Miquelon",2.45,"Milk (Regular, 1 Liter), Markets"
"4755","Saint-Pierre And Miquelon",1.75,"Fresh White Bread (500 g Loaf), Markets"
"4756","Saint-Pierre And Miquelon",4.19,"Eggs (12, Large Size), Markets"
"4757","Saint-Pierre And Miquelon",23.29,"Local Cheese (1 kg), Markets"
"4758","Saint-Pierre And Miquelon",1.4,"Bottled Water (1.5 Liter), Markets"
"4759","Saint-Pierre And Miquelon",5.82,"Bottle of Wine (Mid-Range), Markets"
"4760","Saint-Pierre And Miquelon",2.91,"Imported Beer (0.33 Liter Bottle), Markets"
"4761","Saint-Pierre And Miquelon",8.15,"Cigarettes (Pack of 20, Marlboro), Markets"
"4762","Saint-Pierre And Miquelon",19.8,"Chicken Fillets (1 kg), Markets"
"4763","Saint-Pierre And Miquelon",11.64,"Apples (1 kg), Markets"
"4764","Saint-Pierre And Miquelon",11.64,"Oranges (1 kg), Markets"
"4765","Saint-Pierre And Miquelon",4.08,"Potatoes (1 kg), Markets"
"4766","Saint-Pierre And Miquelon",1.75,"Lettuce (1 Head), Markets"
"4767","Saint-Pierre And Miquelon",5.82,"White Rice (1 kg), Markets"
"4768","Saint-Pierre And Miquelon",11.64,"Tomatoes (1 kg), Markets"
"4769","Saint-Pierre And Miquelon",11.64,"Bananas (1 kg), Markets"
"4770","Saint-Pierre And Miquelon",4.08,"Onions (1 kg), Markets"
"4771","Saint-Pierre And Miquelon",29.11,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4772","Samoa",53.08,"Meal at an Inexpensive Restaurant, Restaurants"
"4773","Samoa",75.26,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4774","Samoa",15.98,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4775","Samoa",3.37,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4776","Samoa",3.55,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4777","Samoa",1.78,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4778","Samoa",1.36,"Bottled Water (0.33 Liter), Restaurants"
"4779","Samoa",1.78,"Milk (Regular, 1 Liter), Markets"
"4780","Samoa",0.8,"Fresh White Bread (500 g Loaf), Markets"
"4781","Samoa",4.18,"Eggs (12, Large Size), Markets"
"4782","Samoa",0.89,"Local Cheese (1 kg), Markets"
"4783","Samoa",1.17,"Bottled Water (1.5 Liter), Markets"
"4784","Samoa",15.98,"Bottle of Wine (Mid-Range), Markets"
"4785","Samoa",1.78,"Domestic Beer (0.5 Liter Bottle), Markets"
"4786","Samoa",3.55,"Imported Beer (0.33 Liter Bottle), Markets"
"4787","Samoa",6.04,"Cigarettes (Pack of 20, Marlboro), Markets"
"4788","Samoa",3.55,"Chicken Fillets (1 kg), Markets"
"4789","Samoa",4.97,"Apples (1 kg), Markets"
"4790","Samoa",1.78,"Oranges (1 kg), Markets"
"4791","Samoa",3.55,"Potatoes (1 kg), Markets"
"4792","Samoa",2.84,"Cappuccino (Regular Size), Restaurants"
"4793","Samoa",1.78,"White Rice (1 kg), Markets"
"4794","Samoa",4.26,"Tomatoes (1 kg), Markets"
"4795","Samoa",1.78,"Bananas (1 kg), Markets"
"4796","Samoa",1.07,"Onions (1 kg), Markets"
"4797","Samoa",8.17,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4798","San Marino",17.47,"Meal at an Inexpensive Restaurant, Restaurants"
"4799","San Marino",62.31,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4800","San Marino",11.64,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4801","San Marino",5.24,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4802","San Marino",6.64,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4803","San Marino",3.2,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4804","San Marino",1.72,"Bottled Water (0.33 Liter), Restaurants"
"4805","San Marino",1.16,"Milk (Regular, 1 Liter), Markets"
"4806","San Marino",0.58,"Bottled Water (1.5 Liter), Markets"
"4807","San Marino",4.66,"Bottle of Wine (Mid-Range), Markets"
"4808","San Marino",1.96,"Domestic Beer (0.5 Liter Bottle), Markets"
"4809","San Marino",4.37,"Cigarettes (Pack of 20, Marlboro), Markets"
"4810","San Marino",2.33,"Apples (1 kg), Markets"
"4811","San Marino",1.16,"Potatoes (1 kg), Markets"
"4812","San Marino",1.94,"Cappuccino (Regular Size), Restaurants"
"4813","Sao Tome And Principe",29.11,"Meal at an Inexpensive Restaurant, Restaurants"
"4814","Sao Tome And Principe",39.26,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4815","Sao Tome And Principe",8.77,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4816","Sao Tome And Principe",1.76,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4817","Sao Tome And Principe",1.9,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4818","Sao Tome And Principe",1.91,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4819","Sao Tome And Principe",1.02,"Bottled Water (0.33 Liter), Restaurants"
"4820","Sao Tome And Principe",1.57,"Milk (Regular, 1 Liter), Markets"
"4821","Sao Tome And Principe",1.45,"Fresh White Bread (500 g Loaf), Markets"
"4822","Sao Tome And Principe",4.51,"Eggs (12, Large Size), Markets"
"4823","Sao Tome And Principe",20.13,"Local Cheese (1 kg), Markets"
"4824","Sao Tome And Principe",1.94,"Bottled Water (1.5 Liter), Markets"
"4825","Sao Tome And Principe",9.32,"Bottle of Wine (Mid-Range), Markets"
"4826","Sao Tome And Principe",1.26,"Domestic Beer (0.5 Liter Bottle), Markets"
"4827","Sao Tome And Principe",1.51,"Imported Beer (0.33 Liter Bottle), Markets"
"4828","Sao Tome And Principe",2.33,"Cigarettes (Pack of 20, Marlboro), Markets"
"4829","Sao Tome And Principe",20.38,"Chicken Fillets (1 kg), Markets"
"4830","Sao Tome And Principe",4.66,"Apples (1 kg), Markets"
"4831","Sao Tome And Principe",4.08,"Oranges (1 kg), Markets"
"4832","Sao Tome And Principe",2.62,"Potatoes (1 kg), Markets"
"4833","Sao Tome And Principe",0.7,"Lettuce (1 Head), Markets"
"4834","Sao Tome And Principe",2.47,"Cappuccino (Regular Size), Restaurants"
"4835","Sao Tome And Principe",1.92,"White Rice (1 kg), Markets"
"4836","Sao Tome And Principe",3.49,"Tomatoes (1 kg), Markets"
"4837","Sao Tome And Principe",1.16,"Bananas (1 kg), Markets"
"4838","Sao Tome And Principe",2.04,"Onions (1 kg), Markets"
"4839","Sao Tome And Principe",25.23,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4840","Saudi Arabia",6.66,"Meal at an Inexpensive Restaurant, Restaurants"
"4841","Saudi Arabia",39.97,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4842","Saudi Arabia",7.99,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4843","Saudi Arabia",1.87,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4844","Saudi Arabia",1.87,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4845","Saudi Arabia",0.73,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4846","Saudi Arabia",0.26,"Bottled Water (0.33 Liter), Restaurants"
"4847","Saudi Arabia",1.69,"Milk (Regular, 1 Liter), Markets"
"4848","Saudi Arabia",1.02,"Fresh White Bread (500 g Loaf), Markets"
"4849","Saudi Arabia",2.55,"Eggs (12, Large Size), Markets"
"4850","Saudi Arabia",7.32,"Local Cheese (1 kg), Markets"
"4851","Saudi Arabia",0.59,"Bottled Water (1.5 Liter), Markets"
"4852","Saudi Arabia",4.16,"Bottle of Wine (Mid-Range), Markets"
"4853","Saudi Arabia",1.67,"Domestic Beer (0.5 Liter Bottle), Markets"
"4854","Saudi Arabia",2.22,"Imported Beer (0.33 Liter Bottle), Markets"
"4855","Saudi Arabia",7.46,"Cigarettes (Pack of 20, Marlboro), Markets"
"4856","Saudi Arabia",8.21,"Chicken Fillets (1 kg), Markets"
"4857","Saudi Arabia",2.16,"Apples (1 kg), Markets"
"4858","Saudi Arabia",1.66,"Oranges (1 kg), Markets"
"4859","Saudi Arabia",1.32,"Potatoes (1 kg), Markets"
"4860","Saudi Arabia",1.21,"Lettuce (1 Head), Markets"
"4861","Saudi Arabia",3.63,"Cappuccino (Regular Size), Restaurants"
"4862","Saudi Arabia",2.21,"White Rice (1 kg), Markets"
"4863","Saudi Arabia",1.61,"Tomatoes (1 kg), Markets"
"4864","Saudi Arabia",1.66,"Bananas (1 kg), Markets"
"4865","Saudi Arabia",1.32,"Onions (1 kg), Markets"
"4866","Saudi Arabia",13.24,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4867","Senegal",4.44,"Meal at an Inexpensive Restaurant, Restaurants"
"4868","Senegal",53.26,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4869","Senegal",11.54,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4870","Senegal",2.66,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4871","Senegal",4.42,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4872","Senegal",1.31,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4873","Senegal",0.55,"Bottled Water (0.33 Liter), Restaurants"
"4874","Senegal",2.41,"Milk (Regular, 1 Liter), Markets"
"4875","Senegal",0.52,"Fresh White Bread (500 g Loaf), Markets"
"4876","Senegal",2.49,"Eggs (12, Large Size), Markets"
"4877","Senegal",12.78,"Local Cheese (1 kg), Markets"
"4878","Senegal",0.78,"Bottled Water (1.5 Liter), Markets"
"4879","Senegal",12.43,"Bottle of Wine (Mid-Range), Markets"
"4880","Senegal",1.59,"Domestic Beer (0.5 Liter Bottle), Markets"
"4881","Senegal",2.43,"Imported Beer (0.33 Liter Bottle), Markets"
"4882","Senegal",1.78,"Cigarettes (Pack of 20, Marlboro), Markets"
"4883","Senegal",9.36,"Chicken Fillets (1 kg), Markets"
"4884","Senegal",3.06,"Apples (1 kg), Markets"
"4885","Senegal",2.89,"Oranges (1 kg), Markets"
"4886","Senegal",1.51,"Potatoes (1 kg), Markets"
"4887","Senegal",1.05,"Lettuce (1 Head), Markets"
"4888","Senegal",4.38,"Cappuccino (Regular Size), Restaurants"
"4889","Senegal",1.66,"White Rice (1 kg), Markets"
"4890","Senegal",2.02,"Tomatoes (1 kg), Markets"
"4891","Senegal",1.97,"Bananas (1 kg), Markets"
"4892","Senegal",1.35,"Onions (1 kg), Markets"
"4893","Senegal",11.11,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4894","Serbia",9.92,"Meal at an Inexpensive Restaurant, Restaurants"
"4895","Serbia",44.63,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4896","Serbia",10.71,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4897","Serbia",2.98,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4898","Serbia",3.47,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4899","Serbia",2.2,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4900","Serbia",1.7,"Bottled Water (0.33 Liter), Restaurants"
"4901","Serbia",1.39,"Milk (Regular, 1 Liter), Markets"
"4902","Serbia",0.83,"Fresh White Bread (500 g Loaf), Markets"
"4903","Serbia",2.58,"Eggs (12, Large Size), Markets"
"4904","Serbia",9.9,"Local Cheese (1 kg), Markets"
"4905","Serbia",0.68,"Bottled Water (1.5 Liter), Markets"
"4906","Serbia",6.94,"Bottle of Wine (Mid-Range), Markets"
"4907","Serbia",0.85,"Domestic Beer (0.5 Liter Bottle), Markets"
"4908","Serbia",1.74,"Imported Beer (0.33 Liter Bottle), Markets"
"4909","Serbia",4.46,"Cigarettes (Pack of 20, Marlboro), Markets"
"4910","Serbia",7.13,"Chicken Fillets (1 kg), Markets"
"4911","Serbia",1.36,"Apples (1 kg), Markets"
"4912","Serbia",1.75,"Oranges (1 kg), Markets"
"4913","Serbia",0.99,"Potatoes (1 kg), Markets"
"4914","Serbia",0.76,"Lettuce (1 Head), Markets"
"4915","Serbia",2.26,"Cappuccino (Regular Size), Restaurants"
"4916","Serbia",2.45,"White Rice (1 kg), Markets"
"4917","Serbia",2.23,"Tomatoes (1 kg), Markets"
"4918","Serbia",1.91,"Bananas (1 kg), Markets"
"4919","Serbia",0.83,"Onions (1 kg), Markets"
"4920","Serbia",12.78,"Beef Round or Equivalent Back Leg Red Meat (1 kg), Markets"
"4921","Seychelles",18.49,"Meal at an Inexpensive Restaurant, Restaurants"
"4922","Seychelles",73.98,"Meal for Two at a Mid-Range Restaurant (Three Courses, Without Drinks), Restaurants"
"4923","Seychelles",9.32,"Combo Meal at McDonald's (or Equivalent Fast-Food Meal), Restaurants"
"4924","Seychelles",8.88,"Domestic Draft Beer (0.5 Liter), Restaurants"
"4925","Seychelles",5.01,"Imported Beer (0.33 Liter Bottle), Restaurants"
"4926","Seychelles",2.35,"Soft Drink (Coca-Cola or Pepsi, 0.33 Liter Bottle), Restaurants"
"4927","Seychelles",2.44,"Bottled Water (0.33 Liter), Restaurants"
"4928","Seychelles",1.91,"Milk (Regular, 1 Liter), Markets"
"4929","Seychelles",1.66,"Fresh White Bread (500 g Loaf), Markets"
"4930","Seychelles",4.01,"Eggs (12, Large Size), Markets"
"4931","Seychelles",29.24,"Local Cheese (1 kg), Markets"
